23067537	1184664230	1	20190616
23067537	248930187	1	20190616
23067537	697449153	1	20190616
23067537	697449153	1	20190611
23067537	697449153	3	20190611
23067537	1173635220	1	20190616
23067537	862600520	1	20190618
23067537	1200921834	1	20190616
23067537	1200921834	3	20190616
23067537	1175227605	1	20190611
23067537	973152504	1	20190611
23067537	648792829	1	20190616
23067537	876769825	1	20190616
23067537	271149601	1	20190616
23067537	1126080979	1	20190616
23067537	715342069	1	20190616
23067537	942405479	3	20190611
23067537	942405479	1	20190611
23067537	1065216766	3	20190619
23067537	1065216766	1	20190611
23067537	1065216766	1	20190619
23067537	940976354	1	20190616
23067537	1065216766	1	20190614
23067537	1065216766	3	20190611
23067537	1065216766	1	20190617
23067537	1065216766	1	20190616
23067537	982974017	1	20190616
23067537	919927076	1	20190616
23067537	311694450	1	20190616
23067537	1037742037	1	20190611
23067537	1047322844	2	20190616
23067537	1047322844	1	20190616
23067537	1245156382	1	20190616
23067537	940976354	1	20190616
23067537	271149601	1	20190616
23067537	960884164	1	20190616
23067537	719818032	1	20190616
23067537	719818032	3	20190616
23067537	951162043	3	20190616
23067537	951162043	3	20190616
23067537	951162043	1	20190616
23067537	1081596848	1	20190616
23067537	265329810	1	20190616
23067537	265329810	3	20190616
23067537	265329810	1	20190618
23067537	227984099	1	20190617
23067537	999427034	1	20190616
23067537	1238203019	1	20190616
23067537	277436585	1	20190613
23067537	1238203019	3	20190616
23067537	277436585	1	20190616
23067537	277436585	1	20190619
23067537	1221964574	1	20190616
23067537	1221964574	3	20190616
23067537	874518279	1	20190617
23067537	1126080979	1	20190616
23067537	1126080979	2	20190616
23067537	650129072	1	20190616
23067537	924642117	1	20190616
23067537	1172675983	1	20190611
23067537	963503063	1	20190617
23067537	862826058	1	20190617
23067537	384486415	1	20190619
23067537	466573186	1	20190617
31182581	344166102	2	20190614
31182581	344166102	3	20190617
31182581	344166102	1	20190614
31182581	344166102	1	20190617
31182581	866395271	1	20190614
31182581	467837566	1	20190616
31182581	322124303	1	20190617
31182581	708466485	1	20190616
31182581	708466485	1	20190610
31182581	1159109588	1	20190617
31182581	344664033	1	20190614
31182581	725444168	1	20190614
31182581	921377097	1	20190614
31182581	921377097	3	20190614
31182581	1217058108	3	20190617
31182581	1217058108	1	20190617
31182581	305280040	1	20190615
31182581	570538053	1	20190615
31182581	1150685295	1	20190616
31182581	898408161	1	20190617
31182581	898408161	3	20190617
31182581	1200335485	3	20190617
31182581	1200335485	1	20190617
31182581	735033576	1	20190614
31182581	735033576	1	20190617
39774340	989981240	1	20190610
57564524	686191075	3	20190614
57564524	686191075	1	20190614
57564524	686191075	1	20190617
57564524	686191075	4	20190617
119358522	268253920	1	20190610
119358522	337978057	1	20190613
119358522	337978057	2	20190613
119358522	948048463	1	20190611
119358522	289768610	1	20190610
119358522	935127272	1	20190610
119358522	1112407683	1	20190613
119358522	1087770365	1	20190613
119358522	966835049	1	20190610
119358522	966835049	1	20190617
119358522	966835049	1	20190616
119358522	966835049	1	20190611
23758291	854365713	1	20190614
23758291	289079238	1	20190616
23758291	289079238	4	20190616
23758291	289079238	3	20190616
23758291	1038813862	1	20190614
23758291	236268006	3	20190614
23758291	236268006	1	20190614
23758291	236268006	2	20190614
23758291	846148685	1	20190614
23758291	846148685	1	20190613
23758291	846148685	3	20190613
23758291	846148685	3	20190614
23758291	688238103	1	20190616
23758291	313599001	1	20190613
23758291	234999723	1	20190613
23758291	340716040	2	20190613
23758291	340716040	1	20190613
23758291	1040012871	1	20190615
23758291	310973066	1	20190613
23758291	310973066	3	20190613
23758291	310973066	2	20190613
23758291	522835034	1	20190614
23758291	868787742	1	20190613
23758291	522835034	1	20190613
23758291	868787742	1	20190614
23758291	1016486060	1	20190613
23758291	288987791	1	20190613
23758291	854862682	1	20190614
23758291	854862682	3	20190614
23758291	934376746	1	20190613
23758291	918466361	1	20190613
23758291	1035888658	1	20190613
23758291	1035888658	4	20190616
23758291	1035888658	3	20190613
23758291	278449048	1	20190613
23758291	1035888658	1	20190614
23758291	422387041	1	20190614
23758291	1039703943	1	20190613
23758291	1015711032	3	20190614
23758291	941127781	1	20190613
23758291	1015711032	1	20190614
23758291	941127781	1	20190611
23758291	941127781	3	20190611
23758291	1015711032	3	20190613
23758291	1015711032	1	20190613
23758291	271723648	1	20190614
23758291	269366993	1	20190613
86769591	287253523	1	20190618
86769591	268548126	1	20190618
86769591	268548126	3	20190618
86769591	516282558	1	20190618
86769591	516282558	3	20190618
86769591	1025059639	1	20190618
86769591	224053543	2	20190618
86769591	340336073	4	20190618
86769591	340336073	1	20190618
86769591	340336073	3	20190618
86769591	230526885	3	20190618
86769591	230526885	1	20190618
86769591	230526885	4	20190618
86769591	948388237	3	20190618
86769591	948388237	1	20190618
86769591	466423130	4	20190618
86769591	466423130	3	20190618
86769591	466423130	1	20190618
86769591	719703095	1	20190613
86769591	272033206	1	20190618
86769591	861378125	1	20190618
86769591	232755141	1	20190618
31569006	973057002	1	20190617
31569006	710180551	1	20190617
31569006	710180551	3	20190617
31569006	710180551	4	20190617
31569006	710180551	3	20190617
31569006	710180551	1	20190617
31569006	1245596941	1	20190616
31569006	1245596941	1	20190615
31569006	1245596941	1	20190617
31569006	1245596941	3	20190617
16166951	1058465155	3	20190616
16166951	1058465155	1	20190616
16166951	854992322	1	20190616
16166951	228030251	1	20190613
16166951	1021116614	1	20190616
16166951	734442405	3	20190617
16166951	734442405	4	20190617
16166951	734442405	1	20190616
16166951	734442405	3	20190616
16166951	734442405	1	20190617
16166951	928961318	1	20190616
16166951	228030251	1	20190613
51500996	273825085	3	20190616
51500996	273825085	1	20190616
51500996	1047761068	1	20190616
51500996	1110143223	1	20190616
51500996	572842960	4	20190617
51500996	572842960	3	20190616
51500996	867062130	1	20190616
51500996	572842960	1	20190616
51500996	867062130	3	20190616
51500996	692208545	1	20190612
51500996	265660806	3	20190616
51500996	265660806	1	20190616
51500996	265660806	4	20190617
51500996	228405043	1	20190616
51500996	228405043	3	20190616
104414139	1148039965	1	20190615
104414139	954896314	1	20190614
104414139	231805706	1	20190615
104414139	1148039965	1	20190615
104414139	1148039965	3	20190615
104414139	1198642819	1	20190614
104414139	1198642819	3	20190614
104414139	1198642819	1	20190615
104414139	1198642819	4	20190616
45546438	992264978	1	20190613
45546438	836393472	1	20190616
45546438	976650649	1	20190613
45546438	416845263	1	20190617
45546438	416845263	1	20190616
45546438	1228859351	1	20190612
45546438	848762483	1	20190617
45546438	724316930	1	20190618
45546438	724316930	1	20190617
45546438	716383003	1	20190618
45546438	716383003	1	20190617
45546438	716383003	1	20190616
45546438	234650175	1	20190614
87147585	870415003	1	20190614
87147585	870415003	2	20190614
87147585	870415003	4	20190615
87147585	870415003	1	20190614
87147585	870415003	3	20190614
111743707	322038325	3	20190619
111743707	322038325	4	20190619
111743707	322038325	1	20190619
111743707	959125240	1	20190619
44557408	236829695	1	20190613
44557408	1017486028	1	20190614
44557408	507837077	1	20190613
44557408	347432014	1	20190613
44557408	279351100	1	20190614
44557408	849091623	1	20190614
44557408	846467295	1	20190614
44557408	347432014	1	20190613
44557408	347432014	4	20190618
44557408	347432014	3	20190613
44557408	1124864605	1	20190614
44557408	347432014	3	20190617
44557408	347432014	1	20190617
44557408	932410600	1	20190614
44557408	858000175	1	20190614
44557408	895777915	1	20190614
44557408	301252084	1	20190613
44557408	1000871880	1	20190613
51565320	244647908	3	20190617
51565320	244647908	1	20190617
51565320	713985041	1	20190618
51565320	244647908	1	20190618
51565320	649400889	2	20190617
51565320	859180774	1	20190618
51565320	319501055	1	20190618
51565320	292583122	1	20190617
51565320	969501103	1	20190618
51565320	969501103	3	20190618
51565320	320565095	1	20190618
51565320	320565095	3	20190618
51565320	320565095	4	20190618
51565320	294038122	3	20190613
51565320	294038122	1	20190613
51565320	345478556	1	20190617
51565320	345478556	3	20190617
51565320	920547046	1	20190617
51565320	920547046	1	20190616
51565320	920547046	3	20190616
